Product ID,Failure Type
L52173,No Failure
M19854,No Failure
L52175,No Failure
M19856,No Failure
M19857,Power Failure
M19858,No Failure
M19859,No Failure
L52180,No Failure
M19861,No Failure
L52182,No Failure
L52183,No Failure
L52184,No Failure
M19865,No Failure
M19866,No Failure
L52187,No Failure
H34422,No Failure
L52189,No Failure
L52190,No Failure
M19871,No Failure
M19872,No Failure
M19873,No Failure
L52194,No Failure
L52195,No Failure
L52196,No Failure
L52197,No Failure
M19878,No Failure
M19879,No Failure
L52200,No Failure
L52201,No Failure
L52202,No Failure
M19883,No Failure
L52204,No Failure
M19885,No Failure
L52206,No Failure
L52207,No Failure
M19888,No Failure
M19889,No Failure
M19890,No Failure
M19891,No Failure
M19892,No Failure
L52213,No Failure
M19894,No Failure
M19895,No Failure
L52216,No Failure
M19897,No Failure
L52218,No Failure
H34453,No Failure
H34454,No Failure
L52221,No Failure
L52222,No Failure
L52223,No Failure
L52224,No Failure
M19905,No Failure
M19906,No Failure
M19907,No Failure
H34462,Power Failure
H34463,No Failure
H34464,No Failure
L52231,No Failure
L52232,No Failure
L52233,No Failure
L52234,No Failure
H34469,No Failure
M19916,No Failure
L52237,No Failure
L52238,No Failure
L52239,No Failure
L52240,No Failure
L52241,Overstrain Failure
L52242,No Failure
H34477,No Failure
L52244,No Failure
L52245,No Failure
L52246,No Failure
M19927,No Failure
M19928,No Failure
M19929,No Failure
M19930,No Failure
H34485,No Failure
L52252,No Failure
M19933,No Failure
L52254,No Failure
L52255,No Failure
L52256,No Failure
L52257,No Failure
M19938,No Failure
M19939,No Failure
L52260,No Failure
M19941,No Failure
H34496,No Failure
L52263,No Failure
L52264,No Failure
M19945,No Failure
L52266,No Failure
M19947,No Failure
L52268,No Failure
M19949,No Failure
M19950,No Failure
L52271,No Failure
M19952,No Failure
M19953,No Failure
M19954,No Failure
M19955,No Failure
H34510,No Failure
L52277,No Failure
L52278,No Failure
L52279,No Failure
M19960,No Failure
M19961,No Failure
M19962,No Failure
L52283,No Failure
L52284,No Failure
L52285,No Failure
L52286,No Failure
L52287,No Failure
L52288,No Failure
M19969,No Failure
M19970,No Failure
L52291,No Failure
M19972,No Failure
L52293,No Failure
M19974,No Failure
M19975,No Failure
L52296,No Failure
L52297,No Failure
M19978,No Failure
L52299,No Failure
M19980,No Failure
L52301,No Failure
H34536,No Failure
M19983,No Failure
M19984,No Failure
M19985,No Failure
L52306,No Failure
M19987,No Failure
L52308,No Failure
M19989,No Failure
L52310,No Failure
L52311,No Failure
L52312,No Failure
L52313,No Failure
L52314,No Failure
L52315,No Failure
L52316,No Failure
L52317,No Failure
M19998,No Failure
M19999,No Failure
M20000,No Failure
L52321,Tool Wear Failure
L52322,No Failure
M20003,No Failure
L52324,No Failure
L52325,No Failure
L52326,No Failure
L52327,No Failure
L52328,No Failure
L52329,No Failure
L52330,No Failure
L52331,No Failure
L52332,No Failure
L52333,No Failure
L52334,No Failure
H34569,No Failure
L52336,No Failure
H34571,No Failure
L52338,No Failure
L52339,No Failure
L52340,No Failure
M20021,No Failure
L52342,No Failure
M20023,No Failure
M20024,No Failure
L52345,No Failure
H34580,No Failure
L52347,No Failure
H34582,No Failure
L52349,No Failure
M20030,No Failure
M20031,No Failure
L52352,No Failure
M20033,No Failure
M20034,No Failure
L52355,No Failure
M20036,No Failure
H34591,No Failure
H34592,No Failure
M20039,No Failure
L52360,No Failure
L52361,No Failure
L52362,No Failure
M20043,No Failure
L52364,No Failure
L52365,No Failure
L52366,No Failure
L52367,No Failure
L52368,No Failure
M20049,No Failure
L52370,No Failure
L52371,No Failure
L52372,No Failure
H34607,No Failure
M20054,No Failure
L52375,No Failure
H34610,No Failure
H34611,No Failure
L52378,No Failure
L52379,No Failure
L52380,No Failure
M20061,No Failure
L52382,No Failure
M20063,No Failure
L52384,No Failure
L52385,No Failure
H34620,No Failure
M20067,No Failure
L52388,No Failure
M20069,No Failure
L52390,No Failure
L52391,No Failure
L52392,No Failure
M20073,No Failure
L52394,No Failure
M20075,No Failure
M20076,No Failure
M20077,No Failure
L52398,No Failure
L52399,Overstrain Failure
L52400,No Failure
L52401,No Failure
L52402,No Failure
M20083,No Failure
L52404,No Failure
M20085,No Failure
L52406,No Failure
L52407,No Failure
M20088,No Failure
H34643,No Failure
M20090,No Failure
L52411,No Failure
L52412,No Failure
L52413,No Failure
L52414,No Failure
M20095,No Failure
L52416,No Failure
L52417,No Failure
L52418,No Failure
L52419,No Failure
L52420,No Failure
L52421,No Failure
L52422,No Failure
L52423,No Failure
L52424,No Failure
L52425,No Failure
L52426,No Failure
L52427,No Failure
M20108,No Failure
M20109,No Failure
L52430,No Failure
M20111,No Failure
L52432,No Failure
L52433,No Failure
L52434,No Failure
M20115,No Failure
L52436,No Failure
L52437,No Failure
M20118,No Failure
L52439,No Failure
M20120,No Failure
L52441,No Failure
L52442,No Failure
L52443,No Failure
L52444,No Failure
M20125,No Failure
M20126,No Failure
M20127,No Failure
L52448,No Failure
L52449,No Failure
L52450,No Failure
L52451,No Failure
M20132,No Failure
L52453,No Failure
L52454,No Failure
L52455,No Failure
L52456,No Failure
L52457,No Failure
M20138,No Failure
L52459,No Failure
L52460,No Failure
M20141,No Failure
H34696,No Failure
L52463,No Failure
M20144,No Failure
L52465,No Failure
L52466,No Failure
H34701,No Failure
L52468,No Failure
M20149,No Failure
L52470,No Failure
L52471,No Failure
M20152,No Failure
M20153,No Failure
L52474,No Failure
L52475,No Failure
H34710,No Failure
L52477,No Failure
M20158,No Failure
L52479,No Failure
M20160,No Failure
L52481,No Failure
L52482,No Failure
L52483,No Failure
L52484,No Failure
H34719,No Failure
H34720,No Failure
L52487,No Failure
L52488,No Failure
M20169,Tool Wear Failure
L52490,No Failure
H34725,No Failure
L52492,No Failure
M20173,No Failure
L52494,No Failure
L52495,No Failure
M20176,No Failure
L52497,No Failure
L52498,No Failure
M20179,No Failure
L52500,No Failure
M20181,No Failure
M20182,No Failure
M20183,No Failure
M20184,No Failure
L52505,No Failure
M20186,No Failure
M20187,No Failure
M20188,No Failure
L52509,No Failure
L52510,No Failure
L52511,No Failure
H34746,No Failure
M20193,No Failure
M20194,Power Failure
M20195,No Failure
L52516,No Failure
M20197,No Failure
M20198,No Failure
M20199,No Failure
L52520,No Failure
H34755,No Failure
M20202,No Failure
L52523,No Failure
L52524,No Failure
L52525,No Failure
L52526,No Failure
L52527,No Failure
L52528,No Failure
M20209,No Failure
M20210,No Failure
M20211,No Failure
M20212,No Failure
L52533,No Failure
L52534,No Failure
H34769,No Failure
H34770,No Failure
L52537,No Failure
H34772,No Failure
M20219,No Failure
L52540,No Failure
L52541,No Failure
L52542,No Failure
L52543,No Failure
L52544,No Failure
L52545,No Failure
H34780,No Failure
M20227,No Failure
M20228,No Failure
H34783,No Failure
H34784,No Failure
L52551,No Failure
H34786,No Failure
M20233,No Failure
L52554,No Failure
L52555,No Failure
H34790,No Failure
L52557,No Failure
L52558,No Failure
L52559,No Failure
L52560,No Failure
L52561,No Failure
L52562,No Failure
L52563,No Failure
M20244,No Failure
H34799,No Failure
L52566,No Failure
L52567,No Failure
M20248,No Failure
L52569,No Failure
H34804,No Failure
L52571,No Failure
L52572,No Failure
L52573,No Failure
M20254,Power Failure
L52575,No Failure
L52576,No Failure
M20257,No Failure
L52578,No Failure
H34813,Overstrain Failure
L52580,Overstrain Failure
M20261,Tool Wear Failure
L52582,No Failure
L52583,No Failure
H34818,No Failure
L52585,No Failure
L52586,No Failure
L52587,No Failure
L52588,No Failure
L52589,No Failure
M20270,No Failure
L52591,No Failure
L52592,No Failure
H34827,No Failure
L52594,No Failure
M20275,No Failure
L52596,No Failure
L52597,No Failure
L52598,No Failure
L52599,No Failure
L52600,No Failure
M20281,No Failure
M20282,No Failure
L52603,No Failure
L52604,No Failure
L52605,No Failure
L52606,No Failure
L52607,No Failure
L52608,No Failure
L52609,No Failure
L52610,No Failure
L52611,No Failure
L52612,No Failure
L52613,No Failure
L52614,No Failure
M20295,No Failure
M20296,No Failure
M20297,No Failure
L52618,No Failure
L52619,No Failure
H34854,No Failure
M20301,No Failure
L52622,No Failure
M20303,No Failure
L52624,No Failure
M20305,No Failure
L52626,No Failure
L52627,No Failure
L52628,No Failure
L52629,No Failure
H34864,No Failure
L52631,No Failure
M20312,No Failure
L52633,No Failure
L52634,No Failure
M20315,No Failure
M20316,No Failure
M20317,No Failure
L52638,No Failure
L52639,No Failure
M20320,No Failure
M20321,No Failure
L52642,No Failure
L52643,No Failure
M20324,No Failure
L52645,No Failure
M20326,No Failure
L52647,No Failure
L52648,No Failure
M20329,No Failure
M20330,No Failure
L52651,Random Failures
L52652,No Failure
L52653,No Failure
M20334,No Failure
L52655,No Failure
M20336,No Failure
L52657,No Failure
L52658,No Failure
M20339,No Failure
H34894,No Failure
L52661,No Failure
L52662,No Failure
M20343,No Failure
M20344,No Failure
L52665,No Failure
L52666,No Failure
M20347,No Failure
L52668,Overstrain Failure
L52669,Random Failures
L52670,Power Failure
M20351,No Failure
M20352,No Failure
L52673,No Failure
L52674,No Failure
H34909,Random Failures
M20356,No Failure
M20357,No Failure
M20358,No Failure
H34913,No Failure
L52680,No Failure
L52681,No Failure
L52682,No Failure
H34917,No Failure
L52684,No Failure
L52685,No Failure
L52686,No Failure
L52687,No Failure
L52688,No Failure
L52689,Random Failures
L52690,No Failure
L52691,No Failure
L52692,No Failure
M20373,No Failure
L52694,No Failure
H34929,No Failure
L52696,No Failure
L52697,No Failure
M20378,No Failure
L52699,No Failure
M20380,No Failure
L52701,No Failure
L52702,No Failure
M20383,No Failure
L52704,No Failure
M20385,No Failure
L52706,No Failure
M20387,No Failure
L52708,No Failure
M20389,No Failure
M20390,No Failure
M20391,No Failure
L52712,No Failure
L52713,No Failure
M20394,No Failure
L52715,No Failure
M20396,No Failure
L52717,No Failure
M20398,No Failure
H34953,No Failure
L52720,No Failure
L52721,No Failure
L52722,No Failure
L52723,No Failure
L52724,No Failure
H34959,No Failure
L52726,No Failure
M20407,No Failure
L52728,No Failure
H34963,No Failure
M20410,No Failure
H34965,No Failure
H34966,No Failure
L52733,Random Failures
M20414,No Failure
L52735,No Failure
H34970,No Failure
M20417,No Failure
L52738,No Failure
M20419,No Failure
L52740,No Failure
M20421,No Failure
L52742,No Failure
M20423,No Failure
L52744,No Failure
L52745,No Failure
L52746,No Failure
M20427,No Failure
L52748,No Failure
L52749,No Failure
M20430,No Failure
L52751,No Failure
L52752,No Failure
L52753,No Failure
L52754,No Failure
H34989,No Failure
H34990,No Failure
L52757,No Failure
L52758,No Failure
L52759,No Failure
M20440,No Failure
M20441,No Failure
L52762,No Failure
L52763,No Failure
L52764,No Failure
M20445,No Failure
M20446,No Failure
L52767,No Failure
M20448,No Failure
M20449,No Failure
M20450,No Failure
L52771,No Failure
L52772,No Failure
L52773,No Failure
L52774,No Failure
M20455,No Failure
M20456,No Failure
L52777,No Failure
L52778,No Failure
M20459,No Failure
L52780,No Failure
L52781,No Failure
L52782,No Failure
L52783,No Failure
L52784,No Failure
L52785,No Failure
L52786,No Failure
M20467,No Failure
M20468,No Failure
M20469,No Failure
L52790,No Failure
M20471,No Failure
L52792,No Failure
M20473,No Failure
H35028,No Failure
M20475,Power Failure
L52796,No Failure
L52797,Power Failure
M20478,No Failure
L52799,No Failure
L52800,No Failure
M20481,No Failure
L52802,No Failure
L52803,No Failure
M20484,No Failure
L52805,No Failure
H35040,No Failure
L52807,No Failure
L52808,No Failure
L52809,No Failure
M20490,No Failure
L52811,No Failure
L52812,No Failure
L52813,No Failure
M20494,No Failure
L52815,No Failure
L52816,No Failure
M20497,No Failure
L52818,No Failure
L52819,Random Failures
L52820,No Failure
L52821,No Failure
L52822,No Failure
L52823,No Failure
L52824,No Failure
M20505,No Failure
M20506,No Failure
H35061,No Failure
L52828,No Failure
M20509,No Failure
L52830,No Failure
M20511,No Failure
L52832,No Failure
L52833,No Failure
L52834,No Failure
L52835,No Failure
M20516,No Failure
L52837,No Failure
M20518,No Failure
M20519,No Failure
L52840,No Failure
L52841,No Failure
L52842,No Failure
M20523,No Failure
M20524,No Failure
L52845,No Failure
L52846,No Failure
L52847,No Failure
M20528,No Failure
M20529,No Failure
L52850,No Failure
H35085,No Failure
H35086,No Failure
L52853,No Failure
M20534,No Failure
M20535,No Failure
L52856,No Failure
L52857,No Failure
M20538,No Failure
M20539,No Failure
M20540,No Failure
L52861,No Failure
H35096,No Failure
M20543,No Failure
H35098,No Failure
L52865,No Failure
L52866,No Failure
L52867,No Failure
M20548,No Failure
L52869,No Failure
L52870,No Failure
L52871,No Failure
M20552,No Failure
M20553,No Failure
L52874,No Failure
L52875,No Failure
H35110,No Failure
L52877,No Failure
L52878,No Failure
L52879,No Failure
L52880,No Failure
M20561,No Failure
L52882,No Failure
H35117,No Failure
L52884,No Failure
L52885,No Failure
L52886,Power Failure
L52887,No Failure
L52888,No Failure
L52889,No Failure
H35124,No Failure
L52891,No Failure
L52892,No Failure
L52893,No Failure
L52894,No Failure
H35129,No Failure
L52896,No Failure
L52897,No Failure
L52898,No Failure
L52899,No Failure
L52900,No Failure
M20581,No Failure
L52902,No Failure
M20583,No Failure
L52904,No Failure
M20585,No Failure
M20586,No Failure
M20587,No Failure
M20588,No Failure
M20589,No Failure
L52910,No Failure
L52911,No Failure
L52912,No Failure
L52913,No Failure
L52914,Overstrain Failure
L52915,No Failure
M20596,No Failure
L52917,No Failure
L52918,No Failure
M20599,No Failure
M20600,No Failure
M20601,No Failure
L52922,No Failure
M20603,No Failure
H35158,No Failure
L52925,No Failure
M20606,No Failure
L52927,No Failure
M20608,No Failure
H35163,No Failure
L52930,No Failure
H35165,No Failure
H35166,No Failure
L52933,No Failure
L52934,No Failure
L52935,No Failure
M20616,No Failure
L52937,No Failure
L52938,No Failure
L52939,No Failure
M20620,No Failure
L52941,No Failure
L52942,No Failure
H35177,No Failure
L52944,No Failure
L52945,No Failure
M20626,No Failure
M20627,No Failure
L52948,No Failure
L52949,No Failure
L52950,No Failure
L52951,No Failure
L52952,No Failure
H35187,No Failure
L52954,No Failure
L52955,No Failure
L52956,No Failure
L52957,No Failure
M20638,No Failure
L52959,No Failure
L52960,No Failure
M20641,No Failure
L52962,No Failure
H35197,No Failure
M20644,No Failure
L52965,No Failure
L52966,No Failure
L52967,No Failure
L52968,No Failure
M20649,No Failure
M20650,No Failure
M20651,No Failure
M20652,No Failure
L52973,No Failure
M20654,No Failure
M20655,No Failure
L52976,No Failure
L52977,No Failure
L52978,No Failure
L52979,No Failure
L52980,No Failure
L52981,No Failure
L52982,No Failure
L52983,No Failure
L52984,No Failure
M20665,No Failure
L52986,No Failure
M20667,No Failure
L52988,No Failure
H35223,No Failure
L52990,No Failure
L52991,No Failure
L52992,No Failure
L52993,No Failure
M20674,No Failure
L52995,No Failure
L52996,No Failure
L52997,No Failure
L52998,No Failure
L52999,No Failure
L53000,No Failure
L53001,No Failure
M20682,No Failure
L53003,No Failure
L53004,No Failure
L53005,No Failure
M20686,No Failure
L53007,No Failure
L53008,No Failure
M20689,No Failure
M20690,No Failure
L53011,No Failure
L53012,No Failure
L53013,No Failure
L53014,No Failure
L53015,No Failure
L53016,No Failure
M20697,No Failure
M20698,No Failure
M20699,No Failure
M20700,No Failure
M20701,No Failure
L53022,No Failure
L53023,No Failure
L53024,No Failure
M20705,No Failure
L53026,No Failure
L53027,No Failure
L53028,No Failure
M20709,No Failure
L53030,No Failure
L53031,No Failure
H35266,No Failure
L53033,No Failure
L53034,No Failure
M20715,No Failure
H35270,No Failure
L53037,No Failure
L53038,No Failure
L53039,No Failure
L53040,No Failure
L53041,No Failure
L53042,No Failure
M20723,No Failure
M20724,No Failure
M20725,No Failure
L53046,No Failure
L53047,No Failure
L53048,No Failure
L53049,No Failure
L53050,No Failure
L53051,No Failure
M20732,No Failure
M20733,No Failure
M20734,No Failure
M20735,No Failure
L53056,No Failure
L53057,No Failure
L53058,No Failure
L53059,No Failure
L53060,No Failure
L53061,No Failure
L53062,No Failure
L53063,No Failure
M20744,No Failure
L53065,No Failure
L53066,No Failure
H35301,No Failure
M20748,No Failure
M20749,No Failure
L53070,No Failure
L53071,No Failure
L53072,No Failure
M20753,No Failure
L53074,No Failure
M20755,No Failure
L53076,No Failure
M20757,No Failure
L53078,No Failure
H35313,No Failure
M20760,No Failure
L53081,No Failure
L53082,No Failure
L53083,No Failure
M20764,No Failure
H35319,No Failure
L53086,No Failure
H35321,No Failure
M20768,No Failure
H35323,Power Failure
M20770,No Failure
M20771,No Failure
M20772,No Failure
H35327,No Failure
L53094,No Failure
M20775,No Failure
L53096,No Failure
L53097,No Failure
L53098,No Failure
L53099,No Failure
L53100,No Failure
L53101,No Failure
L53102,No Failure
M20783,No Failure
L53104,No Failure
M20785,No Failure
L53106,No Failure
L53107,No Failure
M20788,No Failure
L53109,No Failure
L53110,No Failure
L53111,No Failure
L53112,No Failure
L53113,No Failure
H35348,No Failure
L53115,No Failure
M20796,No Failure
M20797,No Failure
L53118,No Failure
L53119,No Failure
M20800,No Failure
L53121,No Failure
L53122,No Failure
L53123,No Failure
M20804,No Failure
M20805,No Failure
L53126,No Failure
M20807,No Failure
L53128,No Failure
M20809,No Failure
L53130,No Failure
L53131,No Failure
L53132,No Failure
M20813,No Failure
L53134,No Failure
L53135,No Failure
L53136,No Failure
L53137,No Failure
L53138,No Failure
L53139,No Failure
L53140,No Failure
L53141,No Failure
L53142,No Failure
H35377,No Failure
H35378,No Failure
H35379,No Failure
L53146,No Failure
L53147,No Failure
L53148,No Failure
M20829,No Failure
L53150,No Failure
L53151,No Failure
L53152,No Failure
L53153,No Failure
L53154,No Failure
H35389,No Failure
H35390,No Failure
L53157,No Failure
L53158,No Failure
H35393,No Failure
M20840,No Failure
M20841,No Failure
L53162,No Failure
H35397,No Failure
H35398,No Failure
L53165,No Failure
L53166,No Failure
L53167,No Failure
H35402,No Failure
L53169,No Failure
M20850,No Failure
L53171,No Failure
L53172,No Failure
M20853,No Failure
L53174,No Failure
L53175,No Failure
M20856,No Failure
M20857,No Failure
M20858,No Failure
M20859,Tool Wear Failure
H35414,No Failure
M20861,No Failure
L53182,No Failure
L53183,No Failure
L53184,No Failure
L53185,No Failure
M20866,No Failure
M20867,No Failure
L53188,No Failure
L53189,No Failure
H35424,No Failure
L53191,No Failure
H35426,No Failure
L53193,No Failure
H35428,No Failure
M20875,No Failure
L53196,No Failure
L53197,No Failure
M20878,No Failure
L53199,No Failure
L53200,No Failure
L53201,No Failure
L53202,No Failure
M20883,No Failure
L53204,Power Failure
L53205,No Failure
L53206,No Failure
M20887,No Failure
L53208,No Failure
M20889,No Failure
L53210,No Failure
L53211,No Failure
L53212,No Failure
L53213,No Failure
M20894,No Failure
M20895,No Failure
M20896,No Failure
L53217,No Failure
L53218,No Failure
L53219,No Failure
M20900,No Failure
M20901,No Failure
M20902,No Failure
M20903,No Failure
M20904,No Failure
L53225,No Failure
L53226,No Failure
H35461,No Failure
M20908,No Failure
M20909,No Failure
M20910,No Failure
L53231,No Failure
L53232,No Failure
L53233,No Failure
H35468,No Failure
L53235,No Failure
L53236,No Failure
L53237,No Failure
M20918,No Failure
L53239,No Failure
L53240,No Failure
H35475,No Failure
M20922,No Failure
L53243,No Failure
L53244,No Failure
L53245,No Failure
L53246,No Failure
L53247,No Failure
M20928,No Failure
L53249,No Failure
L53250,No Failure
M20931,No Failure
M20932,No Failure
M20933,No Failure
M20934,No Failure
L53255,No Failure
L53256,No Failure
L53257,No Failure
L53258,Overstrain Failure
M20939,No Failure
L53260,No Failure
L53261,No Failure
L53262,No Failure
L53263,No Failure
M20944,No Failure
L53265,No Failure
L53266,No Failure
M20947,No Failure
L53268,No Failure
L53269,No Failure
L53270,No Failure
L53271,Random Failures
L53272,No Failure
L53273,No Failure
M20954,No Failure
M20955,No Failure
M20956,No Failure
H35511,No Failure
M20958,No Failure
H35513,No Failure
M20960,No Failure
L53281,No Failure
L53282,No Failure
L53283,No Failure
M20964,No Failure
M20965,No Failure
L53286,No Failure
L53287,No Failure
M20968,No Failure
M20969,No Failure
L53290,No Failure
M20971,No Failure
L53292,No Failure
M20973,No Failure
M20974,No Failure
L53295,No Failure
L53296,No Failure
L53297,No Failure
M20978,No Failure
L53299,No Failure
M20980,No Failure
L53301,No Failure
L53302,No Failure
L53303,No Failure
M20984,No Failure
L53305,No Failure
L53306,No Failure
L53307,No Failure
L53308,No Failure
M20989,No Failure
L53310,No Failure
H35545,No Failure
L53312,No Failure
L53313,No Failure
L53314,No Failure
L53315,No Failure
H35550,No Failure
M20997,No Failure
M20998,No Failure
L53319,No Failure
L53320,No Failure
L53321,No Failure
L53322,No Failure
M21003,No Failure
M21004,No Failure
M21005,No Failure
M21006,No Failure
M21007,No Failure
L53328,No Failure
M21009,No Failure
L53330,No Failure
L53331,No Failure
M21012,No Failure
L53333,Overstrain Failure
M21014,No Failure
L53335,No Failure
L53336,No Failure
L53337,No Failure
L53338,No Failure
L53339,Overstrain Failure
L53340,No Failure
L53341,No Failure
L53342,No Failure
L53343,No Failure
H35578,No Failure
L53345,No Failure
H35580,No Failure
M21027,No Failure
M21028,No Failure
L53349,No Failure
H35584,No Failure
L53351,No Failure
L53352,Tool Wear Failure
L53353,No Failure
L53354,No Failure
L53355,No Failure
L53356,No Failure
L53357,No Failure
L53358,Power Failure
M21039,No Failure
L53360,No Failure
L53361,No Failure
L53362,No Failure
H35597,No Failure
L53364,No Failure
L53365,No Failure
M21046,No Failure
L53367,No Failure
L53368,No Failure
M21049,No Failure
L53370,No Failure
H35605,No Failure
L53372,No Failure
L53373,No Failure
L53374,No Failure
L53375,No Failure
L53376,No Failure
L53377,No Failure
M21058,No Failure
L53379,No Failure
L53380,No Failure
M21061,No Failure
L53382,No Failure
L53383,No Failure
M21064,No Failure
M21065,No Failure
M21066,No Failure
L53387,No Failure
M21068,No Failure
L53389,No Failure
L53390,No Failure
L53391,No Failure
L53392,No Failure
L53393,No Failure
L53394,No Failure
L53395,No Failure
L53396,No Failure
M21077,No Failure
H35632,No Failure
H35633,No Failure
L53400,No Failure
M21081,No Failure
H35636,No Failure
M21083,No Failure
L53404,No Failure
M21085,No Failure
H35640,No Failure
L53407,No Failure
L53408,No Failure
L53409,No Failure
M21090,No Failure
M21091,No Failure
L53412,No Failure
L53413,No Failure
L53414,No Failure
L53415,No Failure
M21096,No Failure
L53417,No Failure
L53418,No Failure
L53419,No Failure
M21100,No Failure
L53421,No Failure
L53422,No Failure
L53423,No Failure
M21104,No Failure
L53425,No Failure
H35660,No Failure
L53427,No Failure
L53428,Power Failure
L53429,No Failure
L53430,No Failure
M21111,No Failure
L53432,No Failure
L53433,No Failure
L53434,No Failure
L53435,Overstrain Failure
L53436,Tool Wear Failure
L53437,No Failure
M21118,No Failure
M21119,No Failure
L53440,No Failure
L53441,No Failure
L53442,No Failure
M21123,No Failure
L53444,No Failure
L53445,No Failure
L53446,No Failure
L53447,No Failure
L53448,No Failure
M21129,No Failure
L53450,No Failure
M21131,No Failure
M21132,No Failure
L53453,No Failure
M21134,No Failure
L53455,No Failure
L53456,No Failure
L53457,No Failure
L53458,No Failure
L53459,No Failure
M21140,No Failure
M21141,No Failure
M21142,No Failure
L53463,No Failure
M21144,No Failure
M21145,No Failure
L53466,No Failure
M21147,No Failure
L53468,No Failure
L53469,No Failure
L53470,No Failure
M21151,No Failure
L53472,No Failure
H35707,No Failure
L53474,No Failure
H35709,No Failure
L53476,No Failure
M21157,No Failure
L53478,No Failure
L53479,No Failure
L53480,No Failure
M21161,No Failure
L53482,No Failure
H35717,No Failure
L53484,No Failure
M21165,No Failure
L53486,No Failure
L53487,No Failure
M21168,No Failure
L53489,No Failure
L53490,No Failure
L53491,No Failure
M21172,No Failure
L53493,No Failure
M21174,No Failure
M21175,No Failure
L53496,No Failure
L53497,No Failure
M21178,No Failure
L53499,No Failure
M21180,No Failure
L53501,No Failure
M21182,No Failure
L53503,No Failure
M21184,No Failure
L53505,No Failure
L53506,No Failure
L53507,No Failure
L53508,No Failure
M21189,No Failure
M21190,No Failure
H35745,No Failure
M21192,No Failure
M21193,No Failure
M21194,No Failure
M21195,No Failure
L53516,No Failure
M21197,No Failure
L53518,No Failure
L53519,No Failure
H35754,Tool Wear Failure
M21201,No Failure
M21202,No Failure
L53523,No Failure
H35758,No Failure
L53525,No Failure
L53526,No Failure
L53527,No Failure
L53528,No Failure
L53529,No Failure
L53530,No Failure
L53531,No Failure
L53532,No Failure
M21213,No Failure
L53534,No Failure
L53535,No Failure
M21216,No Failure
L53537,No Failure
M21218,No Failure
L53539,No Failure
L53540,No Failure
M21221,No Failure
L53542,No Failure
M21223,No Failure
M21224,No Failure
M21225,No Failure
M21226,No Failure
L53547,No Failure
M21228,No Failure
H35783,No Failure
L53550,No Failure
L53551,No Failure
M21232,No Failure
H35787,No Failure
L53554,No Failure
H35789,No Failure
L53556,No Failure
L53557,No Failure
L53558,No Failure
L53559,No Failure
L53560,No Failure
L53561,No Failure
L53562,No Failure
H35797,No Failure
H35798,No Failure
L53565,No Failure
L53566,No Failure
M21247,No Failure
H35802,No Failure
H35803,No Failure
L53570,No Failure
M21251,No Failure
L53572,No Failure
L53573,No Failure
M21254,No Failure
M21255,No Failure
L53576,No Failure
M21257,No Failure
L53578,No Failure
M21259,No Failure
L53580,No Failure
M21261,No Failure
M21262,No Failure
L53583,No Failure
M21264,No Failure
L53585,No Failure
L53586,No Failure
M21267,No Failure
L53588,No Failure
L53589,No Failure
L53590,No Failure
M21271,No Failure
L53592,No Failure
L53593,No Failure
M21274,No Failure
L53595,No Failure
H35830,No Failure
L53597,No Failure
H35832,No Failure
H35833,Tool Wear Failure
L53600,No Failure
L53601,No Failure
L53602,No Failure
M21283,No Failure
M21284,No Failure
L53605,No Failure
L53606,No Failure
L53607,No Failure
M21288,No Failure
M21289,No Failure
L53610,No Failure
L53611,No Failure
M21292,No Failure
L53613,No Failure
M21294,No Failure
L53615,No Failure
L53616,No Failure
L53617,No Failure
L53618,No Failure
L53619,No Failure
L53620,No Failure
L53621,No Failure
L53622,No Failure
L53623,No Failure
M21304,No Failure
L53625,No Failure
M21306,No Failure
L53627,No Failure
H35862,No Failure
L53629,No Failure
L53630,No Failure
L53631,No Failure
L53632,No Failure
L53633,No Failure
L53634,No Failure
L53635,No Failure
L53636,No Failure
L53637,No Failure
M21318,No Failure
M21319,No Failure
L53640,No Failure
L53641,No Failure
H35876,No Failure
H35877,No Failure
M21324,No Failure
M21325,No Failure
L53646,No Failure
L53647,No Failure
L53648,No Failure
M21329,No Failure
L53650,No Failure
L53651,No Failure
H35886,No Failure
H35887,No Failure
M21334,No Failure
L53655,No Failure
L53656,No Failure
L53657,No Failure
L53658,No Failure
L53659,No Failure
L53660,No Failure
L53661,No Failure
L53662,No Failure
L53663,No Failure
H35898,No Failure
L53665,No Failure
L53666,No Failure
H35901,No Failure
L53668,No Failure
M21349,No Failure
L53670,No Failure
L53671,No Failure
M21352,No Failure
L53673,No Failure
L53674,No Failure
M21355,No Failure
L53676,No Failure
L53677,Overstrain Failure
H35912,No Failure
L53679,No Failure
M21360,No Failure
M21361,No Failure
L53682,No Failure
M21363,No Failure
M21364,No Failure
L53685,No Failure
H35920,No Failure
L53687,No Failure
H35922,No Failure
L53689,No Failure
L53690,No Failure
M21371,No Failure
M21372,No Failure
L53693,No Failure
L53694,No Failure
L53695,No Failure
H35930,No Failure
L53697,No Failure
H35932,No Failure
L53699,No Failure
M21380,No Failure
L53701,No Failure
L53702,No Failure
M21383,No Failure
L53704,No Failure
L53705,Power Failure
L53706,No Failure
L53707,No Failure
L53708,No Failure
L53709,No Failure
H35944,No Failure
H35945,No Failure
H35946,No Failure
L53713,No Failure
L53714,No Failure
